UserAgent,Parent,Browser,Version,MajorVersion,MinorVersion,Platform,AuthenticodeUpdate,CSSVersion,Frames,IFrames,Tables,Cookies,BackgroundSounds,VBScript,JavaScript,JavaApplets,ActiveXControls,CDF,AOL,Beta,Win16,Crawler,Stripper,WAP,NetCLR
[Mozilla/4.78 (Windows 2000; ?) Opera 5.12*],Opera 5.12,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 95; ?) Opera 5.12*],Opera 5.12,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 98; ?) Opera 5.12*],Opera 5.12,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows ME; ?) Opera 5.12*],Opera 5.12,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 4.0; ?) Opera 5.12*],Opera 5.12,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows XP; ?) Opera 5.12*],Opera 5.12,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Linux*; ?) Opera 5.12*],Opera 5.12,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (OS/2*; ?) Opera 5.12*],Opera 5.12,,,,,OS/2,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 2000; ?) Opera 5.12*],Opera 5.12,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 95; ?) Opera 5.12*],Opera 5.12,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 98; ?) Opera 5.12*],Opera 5.12,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows ME; ?) Opera 5.12*],Opera 5.12,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 4.0; ?) Opera 5.12*],Opera 5.12,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows XP; ?) Opera 5.12*],Opera 5.12,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Linux*; ?)*],Opera 5.12,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (OS/2*; ?)*],Opera 5.12,,,,,OS/2,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Windows 2000; ?)*],Opera 5.12,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Windows 95; ?)*],Opera 5.12,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Windows 98; ?)*],Opera 5.12,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Windows ME; ?)*],Opera 5.12,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Windows NT 4.0; ?)*],Opera 5.12,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/5.12 (Windows XP; ?)*],Opera 5.12,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera 6.0],Opera 6.0,Opera,6.0,6,0,,,1,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/3.0 (Linux*; ?) Opera 6.0*],Opera 6.0,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Mac_PowerPC; ?) Opera 6.0*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 2000; ?) Opera 6.0*],Opera 6.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 95; ?) Opera 6.0*],Opera 6.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 98; ?) Opera 6.0*],Opera 6.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows ME; ?) Opera 6.0*],Opera 6.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows NT 4.0; ?) Opera 6.0*],Opera 6.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows XP; ?) Opera 6.0*],Opera 6.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Linux*) Opera 6.0*],Opera 6.0,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Mac_PowerPC) Opera 6.0*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Macintosh; PPC) Opera 6.0*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Windows 2000) Opera 6.0*],Opera 6.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Windows 95) Opera 6.0*],Opera 6.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Windows 98) Opera 6.0*],Opera 6.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Windows ME) Opera 6.0*],Opera 6.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 4.0) Opera 6.0*],Opera 6.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Windows XP) Opera 6.0*],Opera 6.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.76 (Macintosh;US;PPC) Opera 6.0*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Linux*; ?) Opera 6.0*],Opera 6.0,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Mac_PowerPC; ?) Opera 6.0*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 2000; ?) Opera 6.0*],Opera 6.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 95; ?) Opera 6.0*],Opera 6.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 98; ?) Opera 6.0*],Opera 6.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows ME; ?) Opera 6.0*],Opera 6.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 4.0; ?) Opera 6.0*],Opera 6.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows XP; ?) Opera 6.0*],Opera 6.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Linux*; ?) Opera 6.0*],Opera 6.0,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Mac_PowerPC; ?) Opera 6.0*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 2000; ?) Opera 6.0*],Opera 6.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 95; ?) Opera 6.0*],Opera 6.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 98; ?) Opera 6.0*],Opera 6.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows ME; ?) Opera 6.0*],Opera 6.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 4.0; ?) Opera 6.0*],Opera 6.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows XP; ?) Opera 6.0*],Opera 6.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Linux*; ?)*],Opera 6.0,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Mac_PowerPC; ?)*],Opera 6.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Windows 2000; ?)*],Opera 6.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Windows 95; ?)*],Opera 6.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Windows 98; ?)*],Opera 6.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Windows ME; ?)*],Opera 6.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Windows NT 4.0; ?)*],Opera 6.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.0* (Windows XP; ?)*],Opera 6.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera 6.1],Opera 6.1,Opera,6.1,6,1,,,1,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/3.0 (FreeBSD*; ?) Opera 6.1  *],Opera 6.1,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Linux*; ?) Opera 6.1  *],Opera 6.1,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Linux*; ?) Opera 6.11  *],Opera 6.1,,6.11,,11,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; FreeBSD*) Opera 6.1  *],Opera 6.1,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Linux*) Opera 6.1  *],Opera 6.1,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; Linux*) Opera 6.11  *],Opera 6.1,,,,11,Linux,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; UNIX) Opera 6.1  *],Opera 6.1,,,,,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.0; UNIX) Opera 6.11  *],Opera 6.1,,,,11,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (FreeBSD*; ?) Opera 6.1  *],Opera 6.1,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Linux*; ?) Opera 6.1  *],Opera 6.1,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Linux*; ?) Opera 6.11  *],Opera 6.1,,6.11,,11,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (UNIX; ?) Opera 6.1  *],Opera 6.1,,,,,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (FreeBSD*; ?) Opera 6.1  *],Opera 6.1,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Linux*; ?) Opera 6.1  *],Opera 6.1,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Linux*; ?) Opera 6.11  *],Opera 6.1,,,,11,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (UNIX; ?) Opera 6.11  *],Opera 6.1,,6.11,6,11,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.1 (FreeBSD*; ?)*],Opera 6.1,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.1 (Linux*; ?)*],Opera 6.1,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.11 (Linux*; ?)*],Opera 6.1,,6.11,,11,Linux,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/6.11 (UNIX; ?)*],Opera 6.1,,6.11,6,11,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera 7.0],Opera 7.0,Opera,7.0,7,0,,,2,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/3.0 (Windows 2000; ?) Opera 7.0  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 95; ?) Opera 7.0  *],Opera 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 98; ?) Opera 7.0  *],Opera 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows ME; ?) Opera 7.0  *],Opera 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows NT 4.0; ?) Opera 7.0  *],Opera 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows XP; ?) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 2000) Opera 7.0  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 95) Opera 7.0  *],Opera 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 98) Opera 7.0  *],Opera 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows ME) Opera 7.0  *],Opera 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 4.0) Opera 7.0  *],Opera 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.0) Opera 7.0  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows XP) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 2000; ?) Opera 7.0  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 95; ?) Opera 7.0  *],Opera 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 98; ?) Opera 7.0  *],Opera 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows ME; ?) Opera 7.0  *],Opera 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 4.0; ?) Opera 7.0  *],Opera 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 5.1; ?) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows Windows NT 5.0; ?) Opera 7.0  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows XP; ?) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 2000; ?) Opera 7.0  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 95; ?) Opera 7.0  *],Opera 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 98; ?) Opera 7.0  *],Opera 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows ME; ?) Opera 7.0  *],Opera 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 4.0; ?) Opera 7.0  *],Opera 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 5.1; ?) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows XP; ?) Opera 7.0  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows 2000; ?)  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows 95; ?)  *],Opera 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows 98; ?)  *],Opera 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows ME; ?)  *],Opera 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows NT 4.0; ?)  *],Opera 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows NT 5.0; ?)  *],Opera 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows NT 5.1; ?)  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.0 (Windows XP; ?)  *],Opera 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera 7.01],Opera 7.01,Opera,7.01,7,01,,,2,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/3.0 (Windows 2000; ?) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 95; ?) Opera 7.01*],Opera 7.01,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows 98; ?) Opera 7.01*],Opera 7.01,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows ME; ?) Opera 7.01*],Opera 7.01,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows NT 4.0; ?) Opera 7.01*],Opera 7.01,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Windows XP; ?) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 2000) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 95) Opera 7.01*],Opera 7.01,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 98) Opera 7.01*],Opera 7.01,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows ME) Opera 7.01*],Opera 7.01,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 4.0) Opera 7.01*],Opera 7.01,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.0) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows XP) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 2000; ?) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 95; ?) Opera 7.01*],Opera 7.01,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows 98; ?) Opera 7.01*],Opera 7.01,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows ME; ?) Opera 7.01*],Opera 7.01,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 4.0; ?) Opera 7.01*],Opera 7.01,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 5.0; ?) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows NT 5.1; ?) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.78 (Windows XP; ?) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 2000; ?) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 95; ?) Opera 7.01*],Opera 7.01,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows 98; ?) Opera 7.01*],Opera 7.01,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows ME; ?) Opera 7.01*],Opera 7.01,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 4.0; ?) Opera 7.01*],Opera 7.01,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 5.0; ?) Opera 7.01*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows NT 5.1; ?) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows XP; ?) Opera 7.01*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows 2000; ?)*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows 95; ?)*],Opera 7.01,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows 98; ?)*],Opera 7.01,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows ME; ?)*],Opera 7.01,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows NT 4.0; ?)*],Opera 7.01,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows NT 5.0; ?)*],Opera 7.01,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Opera/7.01 (Windows NT 5.1; ?)*],Opera 7.01,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
